num,code,barcode,desc,cat,subcat,source_file
6189,,4224200217600,"PROSTHESIS, BELOW ELBOW, ELECTRIC HAND COMPLETE WORKING SYSTEM FOR ALL AMPUTATION LEVELS AND BATTERY CHARGER (110 - 220 V, 50/60 HZ), SIZE: 71/4, LEFT PROSTHETICS & ORTHOSIS SUPPLIES",,,file2
6190,,4224200217800,"PROSTHESIS, BELOW ELBOW, ELECTRIC HAND COMPLETE WORKING SYSTEM FOR ALL AMPUTATION LEVELS AND BATTERY CHARGER (110 - 220 V, 50/60 HZ), SIZE: 71/4, RIGHT PROSTHETICS & ORTHOSIS SUPPLIES",,,file2
6191,,4224200219400,"PROSTHESIS, BELOW ELBOW, ELECTRIC HAND, COMPLETE WORKING SYSTEM, FOR WRIST DISARTICULATION, AMPUTATION, AND BATTERY CHARGER (110 - 220 V, 50/60 HZ), SIZE: 73/4 INCHES, LEFT PROSTHETICS & ORTHOSIS SUPPLIES",,,file2
6192,,4224200219300,"PROSTHESIS, BELOW ELBOW, ELECTRIC HAND, COMPLETE WORKING SYSTEM, FOR WRIST DISARTICULATION, AMPUTATION, AND BATTERY CHARGER (110 - 220 V, 50/60 HZ), SIZE: 71/4 INCHES, RIGHT PROSTHETICS & ORTHOSIS SUPPLIES",,,file2
6193,,4224200219200,"PROSTHESIS, BELOW ELBOW, ELECTRIC HAND, COMPLETE WORKING SYSTEM, FOR WRIST DISARTICULATION, AMPUTATION, AND BATTERY CHARGER (110 - 220 V, 50/60 HZ), SIZE: 71/4 INCHES, LEFT PROSTHETICS & ORTHOSIS SUPPLIES",,,file2
6194,,4224200219100,"PROSTHESIS, BELOW ELBOW, ELECTRIC HAND, COMPLETE WORKING SYSTEM, FOR WRIST DISARTICULATION, AMPUTATION, AND BATTERY CHARGER (110 - 220 V, 50/60 HZ), SIZE: 63/4 INCHES, LEFT PROSTHETICS & ORTHOSIS SUPPLIES",,,file2
6195,,4224200219000,"PROSTHESIS, BELOW ELBOW, ELECTRIC HAND, COMPLETE WORKING SYSTEM FOR ALL AMPUTATION LEVELS AND BATTERY CHARGER (110 - 220 V, 50/60 HZ), SIZE - 81/4, RIGHT PROSTHETICS & ORTHOSIS SUPPLIES",,,file2
6196,,4224200218900,"PROSTHESIS, BELOW ELBOW, ELECTRIC HAND, COMPLETE WORKING SYSTEM FOR ALL AMPUTATION LEVELS AND BATTERY CHARGER (110 - 220 V, 50/60 HZ), SIZE - 81/4, LEFT PROSTHETICS & ORTHOSIS SUPPLIES",,,file2
6197,,4224200218700,CUSTOM MADE PROSTHETIC HAND MYOELECTRIC HAND WITH SHORT WRIST MULTI ARTICULATING ROTATES 360 DEGREE LONG RESIDUAL LIMB INDIVIDUAL FINGER MOVEMENT 14 OR MORE GRIP OPTIONS INCLUDES MOUSE AND SMART THUMB AND TRIGGER GRIPS MICROPROCESSORS CONSTANTLY MONITOR THE POSITION OF THE DIGITS TO ENSURE THAT GRIP SEQUENCES ARE ACCURATE EVERY TIME INDIVIDUAL DRIVES IN THE FINGERS WITH PADDED FINGERTIPS AND A WIDE THUMB ADJUSTMENT SOFTWARE VIA BLUETOOTH COMPATIBLE WITH ELBOW JOINT INCLUDE ELECTRODE CABLE BATTERY BATTERY CHARGER AND ANY OTHER PARTS FOR INSTALLING THIS ITEM HAND CARRY LOAD (STATIC) 40 KG APPROX 3 YEARS WARRANTY INCLUDES SERVICE UNIT FOR USE DURING REPAIRS AND SERVICE INSPECTIONS SIZE SIDE AND COLOR WILL BE SPECIFY WHEN ORDERED FOR EACH PATIENT INDIVIDUAL INCLUDES PATIENT ASSESSMENT AT CUSTOMERS PREMISES MEASURING INCLUDES ALL MATERIALS/COMPONENTS TO FABRICATE PROSTHESIS DELIVERY FITTING BY CERTIFIED ORTHOTIST IN MULTIPLE CLINICS AND DIFFERENT REGIONS WITH FOLLOW UP (APPENDIX A) PROSTHETICS & ORTHOSIS SUPPLIES,,,file2
6198,,4224200218600,PROSTHETIC HAND MYOELECTRIC HAND WITH SHORT WRIST MULTI ARTICULATING ROTATES 360 DEGREE FOR LONG RESIDUAL LIMB INDIVIDUAL FINGER MOVEMENT 14 OR MORE GRIP OPTIONS INCLUDES MOUSE AND SMART THUMB AND TRIGGER GRIPS MICROPROCESSORS CONSTANTLY MONITOR THE POSITION OF THE DIGITS TO ENSURE THAT GRIP SEQUENCES ARE ACCURATE EVERY TIME INDIVIDUAL DRIVES IN THE FINGERS WITH PADDED FINGERTIPS AND A WIDE THUMB ADJUSTMENT SOFTWARE VIA BLUETOOTH COMPATIBLE WITH ELBOW JOINT INCLUDE ELECTRODE CABLE BATTERY BATTERY CHARGER AND ANY OTHER PARTS FOR INSTALLING THIS ITEM HAND CARRY LOAD (STATIC) 40 KG APPROX 3 YEARS WARRANTY INCLUDES SERVICE UNIT FOR USE DURING REPAIRS AND SERVICE INSPECTIONS SIZE SIDE AND COLOR WILL BE SPECIFY WHEN ORDERED FOR EACH PATIENT INDIVIDUAL PROSTHETICS & ORTHOSIS SUPPLIES,,,file2
6199,,4224200218500,CUSTOM MADE PROSTHETIC HAND MULTI ARTICULATING MYOELECTRIC HAND WITH ELECTRIC QUICK DISCONNECT WRIST INDIVIDUAL FINGER MOVEMENT 14 OR MORE GRIP OPTIONS INCLUDING MOUSE AND SMART THUMB AND TRIGGER GRIPS MICROPROCESSORS CONSTANTLY MONITOR THE POSITION OF THE DIGITS TO ENSURE THAT GRIP SEQUENCES ARE ACCURATE EVERY TIME INDIVIDUAL DRIVES IN THE FINGERS WITH PADDED FINGERTIPS AND A WIDE THUMB ADJUSTMENT SOFTWARE VIA BLUETOOTH COMPATIBLE WITH ELBOW JOINT INCLUDE ELECTRODE CABLE BATTERY BATTERY CHARGER AND ANY OTHER PARTS FOR INSTALLING THIS ITEM HAND CARRY LOAD (STATIC) 40 KG APPROX. 3 YEARS WARRANTY INCLUDES SERVICE UNIT FOR USE DURING REPAIRS AND SERVICE INSPECTIONS SIZE SIDE AND COLOR WILL BE SPECIFY WHEN ORDERED FOR EACH PATIENT INDIVIDUAL INCLUDES PATIENT ASSESSMENT AT CUSTOMERS PREMISES MEASURING INCLUDES ALL MATERIALS/COMPONENTS TO FABRICATE PROSTHESIS DELIVERY FITTING BY CERTIFIED ORTHOTIST IN MULTIPLE CLINICS AND DIFFERENT REGIONS WITH FOLLOW UP (APPENDIX A) PROSTHETICS & ORTHOSIS SUPPLIES,,,file2
6200,,4224200218400,PROSTHETIC HAND MULTI ARTICULATING MYOELECTRIC HAND WITH ELECTRIC QUICK DISCONNECT WRIST INDIVIDUAL FINGER MOVEMENT 14 OR MORE GRIP OPTIONS INCLUDING THE MOUSE AND SMART THUMB AND TRIGGER GRIPS THE MICROPROCESSORS CONSTANTLY MONITOR THE POSITION OF THE DIGITS TO ENSURE THAT GRIP SEQUENCES ARE ACCURATE EVERY TIME INDIVIDUAL DRIVES IN THE FINGERS WITH PADDED FINGERTIPS AND A WIDE THUMB ADJUSTMENT SOFTWARE VIA BLUETOOTH COMPATIBLE WITH ELBOW JOINT INCLUDE ELECTRODE CABLE BATTERY BATTERY CHARGER AND ANY OTHER PARTS FOR INSTALLING THIS ITEM HAND CARRY LOAD (STATIC) 40 KG APPROX. THREE YEARS WARRANTY INCLUDES SERVICE UNIT FOR USE DURING REPAIRS AND SERVICE INSPECTIONS SIZE SIDE AND COLOR WILL BE SPECIFY WHEN ORDERED FOR EACH PATIENT INDIVIDUAL PROSTHETICS & ORTHOSIS SUPPLIES,,,file2
6201,,4224200218300,CUSTOM MADE PROSTHETIC HAND MULTI ARTICULATING MYOELECTRIC HAND WITH FLEXION WRIST (3 STAGE JOINT) OFFERS 30 DEGREE OR MORE IN EITHER DIRECTION AND CAN BE LOCKED IN EACH 3 POSITIONS INDIVIDUAL FINGER MOVEMENT 14 OR MORE GRIP OPTIONS INCLUDING MOUSE AND SMART THUMB AND TRIGGER GRIPS MICROPROCESSORS CONSTANTLY MONITOR THE POSITION OF THE DIGITS TO ENSURE THAT GRIP SEQUENCES ARE ACCURATE EVERY TIME INDIVIDUAL DRIVES IN THE FINGERS WITH PADDED FINGERTIPS AND A WIDE THUMB ADJUSTMENT SOFTWARE VIA BLUETOOTH COMPATIBLE WITH ELBOW JOINT INCLUDE ELECTRODE CABLE BATTERY BATTERY CHARGER AND ANY OTHER PARTS FOR INSTALLING THIS ITEM HAND CARRY LOAD (STATIC) 40 KG APPROX 3 YEARS WARRANTY INCLUDES SERVICE UNIT FOR USE DURING REPAIRS AND SERVICE INSPECTIONS SIZE SIDE AND COLOR WILL BE SPECIFY WHEN ORDERED FOR EACH PATIENT INDIVIDUAL INCLUDES PATIENT ASSESSMENT AT CUSTOMERS PREMISES MEASURING INCLUDES ALL MATERIALS/COMPONENTS TO FABRICATE PROSTHESIS DELIVERY FITTING BY CERTIFIED ORTHOTIST IN MULTIPLE CLINICS AND DIFFERENT REGIONS WITH FOLLOW UP (APPENDIX A) PROSTHETICS & ORTHOSIS SUPPLIES,,,file2
6202,,4224200218200,PROSTHETIC HAND MULTI ARTICULATING MYOELECTRIC HAND WITH FLEXION WRIST (3 STAGE JOINT) OFFERS 30 DEGREE OR MORE IN EITHER DIRECTION AND CAN BE LOCKED IN EACH 3 POSITIONS INDIVIDUAL FINGER MOVEMENT 14 OR MORE GRIP OPTIONS INCLUDING THE MOUSE AND SMART THUMB AND TRIGGER GRIPS THE MICROPROCESSORS CONSTANTLY MONITOR THE POSITION OF THE DIGITS TO ENSURE THAT GRIP SEQUENCES ARE ACCURATE EVERY TIME INDIVIDUAL DRIVES IN THE FINGERS WITH PADDED FINGERTIPS AND A WIDE THUMB ADJUSTMENT SOFTWARE VIA BLUETOOTH COMPATIBLE WITH ELBOW JOINT INCLUDE ELECTRODE CABLE BATTERY BATTERY CHARGER AND ANY OTHER PARTS FOR INSTALLING THIS ITEM HAND CARRY LOAD (STATIC) 40 KG APPROX. THREE YEARS WARRANTY INCLUDES SERVICE UNIT FOR USE DURING REPAIRS AND SERVICE INSPECTIONS SIZE SIDE AND COLOR WILL BE SPECIFY WHEN ORDERED FOR EACH PATIENT INDIVIDUAL PROSTHETICS & ORTHOSIS SUPPLIES,,,file2
6203,,4224200218100,CUSTOM MADE PROSTHETIC HAND MULTI ARTICULATING MYOELECTRIC HAND MULTI AXIS WRIST PASSIVE WRIST MOVEMENT AND ABILITY TO LOCK IN 30 DEGREE FLEXION AND EXTENSION OR A NEUTRAL POSITION LATERAL DEVIATION AVAILABLE WHILE WRIST IS LOCKED IN FLEXION ANGLE INDIVIDUAL FINGER MOVEMENT 14 OR MORE GRIP OPTIONS INCLUDING MOUSE AND SMART THUMB AND TRIGGER GRIPS MICROPROCESSORS CONSTANTLY MONITOR THE POSITION OF THE DIGITS TO ENSURE THAT GRIP SEQUENCES ARE ACCURATE EVERY TIME INDIVIDUAL DRIVES IN THE FINGERS WITH PADDED FINGERTIPS AND A WIDE THUMB ADJUSTMENT SOFTWARE VIA BLUETOOTH COMPATIBLE WITH ELBOW JOINT INCLUDE ELECTRODE CABLE BATTERY CHARGER AND ANY OTHER PARTS FOR INSTALLING THIS ITEM HAND CARRY LOAD (STATIC) 40 KG APPROX 3 YEARS WARRANTY INCLUDES SERVICE UNIT FOR USE DURING REPAIRS AND SERVICE INSPECTIONS SIZE SIDE AND COLOR WILL BE SPECIFY WHEN ORDERED FOR EACH PATIENT INDIVIDUAL INCLUDES - PATIENT ASSESSMENT AT CUSTOMERS PREMISES MEASURING INCLUDES ALL MATERIALS/COMPONENTS TO FABRICATE PROSTHESIS DELIVERY FITTING BY CERT = IFIED ORTHOTIST IN MULTIPLE CLINICS AND DIFFERENT REGIONS WITH FOLLOW UP (APPENDIX A) PROSTHETICS & ORTHOSIS SUPPLIES,,,file2
6204,,4224200218000,PROSTHETIC HAND MULTI ARTICULATING MYOELECTRIC HAND MULTI AXIS WRIST PASSIVE WRIST MOVEMENT AND ABILITY TO LOCK IN 30 DEGREE FLEXION AND EXTENSION OR A NEUTRAL POSITION LATERAL DEVIATION AVAILABLE WHILE WRIST IS LOCKED IN FLEXION ANGLE INDIVIDUAL FINGER MOVEMENT 14 OR MORE GRIP OPTIONS INCLUDING MOUSE AND SMART THUMB AND TRIGGER GRIPS MICROPROCESSORS CONSTANTLY MONITOR THE POSITION OF THE DIGITS TO ENSURE THAT GRIP SEQUENCES ARE ACCURATE EVERY TIME INDIVIDUAL DRIVES IN THE FINGERS WITH PADDED FINGERTIPS AND A WIDE THUMB ADJUSTMENT SOFTWARE VIA BLUETOOTH COMPATIBLE WITH ELBOW JOINT INCLUDE ELECTRODE CABLE BATTERY BATTERY CHARGER AND ANY OTHER PARTS FOR INSTALLING THIS ITEM HAND CARRY LOAD (STATIC) 40 KG APPROX 3 YEARS WARRANTY INCLUDES SERVICE UNIT FOR USE DURING REPAIRS AND SERVICE INSPECTIONS SIZE SIDE AND COLOR WILL BE SPECIFY WHEN ORDERED FOR EACH PATIENT INDIVIDUAL PROSTHETICS & ORTHOSIS SUPPLIES,,,file2
6205,,4224200217900,"PROSTHESIS, BELOW ELBOW, ELECTRIC HAND COMPLETE WORKING SYSTEM FOR ALL AMPUTATION LEVELS AND BATTERY CHARGER (110 - 220 V, 50/60 HZ), SIZE: 73/4, RIGHT PROSTHETICS & ORTHOSIS SUPPLIES",,,file2
6206,,4224200217700,"PROSTHESIS, BELOW ELBOW, ELECTRIC HAND COMPLETE WORKING SYSTEM FOR ALL AMPUTATION LEVELS AND BATTERY CHARGER (110 - 220 V, 50/60 HZ), SIZE: 73/4, LEFT PROSTHETICS & ORTHOSIS SUPPLIES",,,file2
6207,,4224200149100,FOOT SACH (SOLID ANKLE CUSHION HEEL) PEDIATRIC SHAPED TOES WEIGHING UP TO 45 KG. LEFT SIZE 18 PROSTHETICS & ORTHOSIS SUPPLIES,,,file2
6208,,4224170705100,"DYNAMIC ANKLE FOOT ORTHOSIS (DAFO) PREFABRICATED DYNAMIC ANKLE FOOT ORTHOSIS FOR PEDIATRIC (TOE WALKING PLANTER FLEXION STABILITY CORRECT PRONATION/SUPINATION) EACH ONE IS 2 PIECE AND THREE COLORS ""BLUE PINK WHITE"" SIZE 8.5 INCHES RIGHT PROSTHETICS & ORTHOSIS SUPPLIES",,,file2
6209,,4224170907900,SANDAL HIGH COUNTERS FULL COW/CALF LEATHER UPPERBLACK SOFT PADDING AROUND HEEL CUFFS A HIGH AND EXTRA LONG STIFFENER TO SUPPORT ANKLE FULL LEATHER INSOLE ADAPTABLE SOLE-UNIT GOOD TOE SPRING HIGH TOE BOX ; STRONG TOE CAP HEEL AND RIGID SHANK PINK SIZE 36 PROSTHETICS & ORTHOSIS SUPPLIES,,,file2
6210,,4224170626700,"DIABETIC SHOES, WIDE/EXTRA-WIDE TOE BOX, SOFT COW/CALF LEATHER, NEOPRENE VAMP PADDED COLLARS THROUGH WEDGE SOLE, LACE CLOSING, PROTECTIVE INTERIOR THAT IS MADE FROM SOFT MATERIAL, AND STITCHING THAT DOESN'T PROTRUDE SO AS NOT TO CAUSE IRRITATION; NON-BINDING UPPERS THAT ENSURE THAT THERE IS NO PRESSURE ON THE FOOT; EXTRA DEPTH DESIGN, CAN ACCOMMODATE THICK ORTHOTIC INSERTS; A DEEP TOE BOX THAT PROVIDES EXTRA ROOM FOR TOE MOVEMENT, LIGHTWEIGHT, CUSHIONING SOLES THAT FACILITATE MOBILITY AND STABILITY; STRETCHABLE SHOES CONFORM TO THE CONTOURS OF THE FOOT, BLACK, SIZE 44 PROSTHETICS & ORTHOSIS SUPPLIES",,,file2
6211,,4224170626600,"DIABETIC SHOES, WIDE/EXTRA-WIDE TOE BOX, SOFT COW/CALF LEATHER, NEOPRENE VAMP PADDED COLLARS THROUGH WEDGE SOLE, LACE CLOSING, PROTECTIVE INTERIOR THAT IS MADE FROM SOFT MATERIAL, AND STITCHING THAT DOESN'T PROTRUDE SO AS NOT TO CAUSE IRRITATION; NON-BINDING UPPERS THAT ENSURE THAT THERE IS NO PRESSURE ON THE FOOT; EXTRA DEPTH DESIGN, CAN ACCOMMODATE THICK ORTHOTIC INSERTS; A DEEP TOE BOX THAT PROVIDES EXTRA ROOM FOR TOE MOVEMENT, LIGHTWEIGHT, CUSHIONING SOLES THAT FACILITATE MOBILITY AND STABILITY; STRETCHABLE SHOES CONFORM TO THE CONTOURS OF THE FOOT, BLACK, SIZE 43 PROSTHETICS & ORTHOSIS SUPPLIES",,,file2
6212,,4224170626300,"DIABETIC SHOES, WIDE/EXTRA-WIDE TOE BOX, SOFT COW/CALF LEATHER, NEOPRENE VAMP PADDED COLLARS THROUGH WEDGE SOLE, LACE CLOSING, PROTECTIVE INTERIOR THAT IS MADE FROM SOFT MATERIAL, AND STITCHING THAT DOESN'T PROTRUDE SO AS NOT TO CAUSE IRRITATION; NON-BINDING UPPERS THAT ENSURE THAT THERE IS NO PRESSURE ON THE FOOT; EXTRA DEPTH DESIGN, CAN ACCOMMODATE THICK ORTHOTIC INSERTS; A DEEP TOE BOX THAT PROVIDES EXTRA ROOM FOR TOE MOVEMENT, LIGHTWEIGHT, CUSHIONING SOLES THAT FACILITATE MOBILITY AND STABILITY; STRETCHABLE SHOES CONFORM TO THE CONTOURS OF THE FOOT, BLACK, SIZE 42.5 PROSTHETICS & ORTHOSIS SUPPLIES",,,file2
6213,,4224170626200,"DIABETIC SHOES, WIDE/EXTRA-WIDE TOE BOX, SOFT COW/CALF LEATHER, NEOPRENE VAMP PADDED COLLARS THROUGH WEDGE SOLE, LACE CLOSING, PROTECTIVE INTERIOR THAT IS MADE FROM SOFT MATERIAL, AND STITCHING THAT DOESN'T PROTRUDE SO AS NOT TO CAUSE IRRITATION; NON-BINDING UPPERS THAT ENSURE THAT THERE IS NO PRESSURE ON THE FOOT; EXTRA DEPTH DESIGN, CAN ACCOMMODATE THICK ORTHOTIC INSERTS; A DEEP TOE BOX THAT PROVIDES EXTRA ROOM FOR TOE MOVEMENT, LIGHTWEIGHT, CUSHIONING SOLES THAT FACILITATE MOBILITY AND STABILITY; STRETCHABLE SHOES CONFORM TO THE CONTOURS OF THE FOOT, BLACK, SIZE 42 PROSTHETICS & ORTHOSIS SUPPLIES",,,file2
6214,,4224170626100,"DIABETIC SHOES, WIDE/EXTRA-WIDE TOE BOX, SOFT COW/CALF LEATHER, NEOPRENE VAMP PADDED COLLARS THROUGH WEDGE SOLE, LACE CLOSING, PROTECTIVE INTERIOR THAT IS MADE FROM SOFT MATERIAL, AND STITCHING THAT DOESN'T PROTRUDE SO AS NOT TO CAUSE IRRITATION; NON-BINDING UPPERS THAT ENSURE THAT THERE IS NO PRESSURE ON THE FOOT; EXTRA DEPTH DESIGN, CAN ACCOMMODATE THICK ORTHOTIC INSERTS; A DEEP TOE BOX THAT PROVIDES EXTRA ROOM FOR TOE MOVEMENT, LIGHTWEIGHT, CUSHIONING SOLES THAT FACILITATE MOBILITY AND STABILITY; STRETCHABLE SHOES CONFORM TO THE CONTOURS OF THE FOOT, BLACK, SIZE 41.5 PROSTHETICS & ORTHOSIS SUPPLIES",,,file2
6215,,4229300100600,BODY CALIPER FOR SIT CAST FOR MEASURING BODY SEGMENT SCALE RANGE 600 MM APPROXIMATELY PROSTHETICS & ORTHOSIS SUPPLIES,,,file2
6216,,4224170113800,BOOT ORTHOPEDIC MALE FULL GRAIN COW/CALF LEATHER PLAIN FRONTED WITH SEAM FREE VAMPS PADDED COLLARS BOOT HEIGHT APPROXIMATELY 125 MM LACE CLOSURE SOFT PADDING AROUND THE COLLAR FOR A BETTER FIT ; A HIGH AND EXTRA LONG STIFFENER TO SUPPORT THE ANKLE ; FULL GRAIN LEATHER INSOLE; EASILY REMOVABLE AND ADAPTABLE (HARD-WEARING) SOLE. SUFFICIENT TOE-SPRING FOR EASY ROLL-OFF ; REMOVABLE PROFILED CORK INLAY ; HIGH TOE-BOX AND STRONG TOE-CAP FOR PROTECTION OF THE TOES ; EXTENDED FACINGS FOR MAXIMUM ACCESSIBILITY; SOFT TONGUE PADDING; FIRM HEEL COUNTER BLACK SIZE 41 PROSTHETICS & ORTHOSIS SUPPLIES,,,file2
6217,,4224170113900,BOOT ORTHOPEDIC MALE FULL GRAIN COW/CALF LEATHER PLAIN FRONTED WITH SEAM FREE VAMPS PADDED COLLARS BOOT HEIGHT APPROXIMATELY 125 MM LACE CLOSURE SOFT PADDING AROUND THE COLLAR FOR A BETTER FIT ; A HIGH AND EXTRA LONG STIFFENER TO SUPPORT THE ANKLE ; FULL GRAIN LEATHER INSOLE; EASILY REMOVABLE AND ADAPTABLE (HARD-WEARING) SOLE. SUFFICIENT TOE-SPRING FOR EASY ROLL-OFF ; REMOVABLE PROFILED CORK INLAY ; HIGH TOE-BOX AND STRONG TOE-CAP FOR PROTECTION OF THE TOES ; EXTENDED FACINGS FOR MAXIMUM ACCESSIBILITY; SOFT TONGUE PADDING; FIRM HEEL COUNTER BLACK SIZE 42 PROSTHETICS & ORTHOSIS SUPPLIES,,,file2
6218,,4224170114000,BOOT ORTHOPEDIC MALE FULL GRAIN COW/CALF LEATHER PLAIN FRONTED WITH SEAM FREE VAMPS PADDED COLLARS BOOT HEIGHT APPROXIMATELY 125 MM LACE CLOSURE SOFT PADDING AROUND THE COLLAR FOR A BETTER FIT ; A HIGH AND EXTRA LONG STIFFENER TO SUPPORT THE ANKLE ; FULL GRAIN LEATHER INSOLE; EASILY REMOVABLE AND ADAPTABLE (HARD-WEARING) SOLE. SUFFICIENT TOE-SPRING FOR EASY ROLL-OFF ; REMOVABLE PROFILED CORK INLAY ; HIGH TOE-BOX AND STRONG TOE-CAP FOR PROTECTION OF THE TOES ; EXTENDED FACINGS FOR MAXIMUM ACCESSIBILITY; SOFT TONGUE PADDING; FIRM HEEL COUNTER BLACK SIZE 43 PROSTHETICS & ORTHOSIS SUPPLIES,,,file2
6219,,4224170114100,BOOT ORTHOPEDIC MALE FULL GRAIN COW/CALF LEATHER PLAIN FRONTED WITH SEAM FREE VAMPS PADDED COLLARS BOOT HEIGHT APPROXIMATELY 125 MM LACE CLOSURE SOFT PADDING AROUND THE COLLAR FOR A BETTER FIT ; A HIGH AND EXTRA LONG STIFFENER TO SUPPORT THE ANKLE ; FULL GRAIN LEATHER INSOLE; EASILY REMOVABLE AND ADAPTABLE (HARD-WEARING) SOLE. SUFFICIENT TOE-SPRING FOR EASY ROLL-OFF ; REMOVABLE PROFILED CORK INLAY ; HIGH TOE-BOX AND STRONG TOE-CAP FOR PROTECTION OF THE TOES ; EXTENDED FACINGS FOR MAXIMUM ACCESSIBILITY; SOFT TONGUE PADDING; FIRM HEEL COUNTER BLACK SIZE 44 PROSTHETICS & ORTHOSIS SUPPLIES,,,file2
6220,,4224170114200,BOOT ORTHOPEDIC MALE FULL GRAIN COW/CALF LEATHER PLAIN FRONTED WITH SEAM FREE VAMPS PADDED COLLARS BOOT HEIGHT APPROXIMATELY 125 MM LACE CLOSURE SOFT PADDING AROUND THE COLLAR FOR A BETTER FIT ; A HIGH AND EXTRA LONG STIFFENER TO SUPPORT THE ANKLE ; FULL GRAIN LEATHER INSOLE; EASILY REMOVABLE AND ADAPTABLE (HARD-WEARING) SOLE. SUFFICIENT TOE-SPRING FOR EASY ROLL-OFF ; REMOVABLE PROFILED CORK INLAY ; HIGH TOE-BOX AND STRONG TOE-CAP FOR PROTECTION OF THE TOES ; EXTENDED FACINGS FOR MAXIMUM ACCESSIBILITY; SOFT TONGUE PADDING; FIRM HEEL COUNTER BLACK SIZE 45 PROSTHETICS & ORTHOSIS SUPPLIES,,,file2
6221,,4224170114300,BOOT ORTHOPEDIC MALE FULL GRAIN COW/CALF LEATHER PLAIN FRONTED WITH SEAM FREE VAMPS PADDED COLLARS BOOT HEIGHT APPROXIMATELY 125 MM LACE CLOSURE SOFT PADDING AROUND THE COLLAR FOR A BETTER FIT ; A HIGH AND EXTRA LONG STIFFENER TO SUPPORT THE ANKLE ; FULL GRAIN LEATHER INSOLE; EASILY REMOVABLE AND ADAPTABLE (HARD-WEARING) SOLE. SUFFICIENT TOE-SPRING FOR EASY ROLL-OFF ; REMOVABLE PROFILED CORK INLAY ; HIGH TOE-BOX AND STRONG TOE-CAP FOR PROTECTION OF THE TOES ; EXTENDED FACINGS FOR MAXIMUM ACCESSIBILITY; SOFT TONGUE PADDING; FIRM HEEL COUNTER BLACK SIZE 46 PROSTHETICS & ORTHOSIS SUPPLIES,,,file2
6222,,4229170102800,DRILL CONICAL PLASTIC DIAMETER 30 MM APPROXIMATELY PROSTHETICS & ORTHOSIS SUPPLIES,,,file2
6223,,4229170102700,DRILL CONICAL PLASTIC DIAMETER 20 MM APPROXIMATELY PROSTHETICS & ORTHOSIS SUPPLIES,,,file2
6224,,4224170626000,"DIABETIC SHOES, WIDE/EXTRA-WIDE TOE BOX, SOFT COW/CALF LEATHER, NEOPRENE VAMP PADDED COLLARS THROUGH WEDGE SOLE, LACE CLOSING, PROTECTIVE INTERIOR THAT IS MADE FROM SOFT MATERIAL, AND STITCHING THAT DOESN'T PROTRUDE SO AS NOT TO CAUSE IRRITATION; NON-BINDING UPPERS THAT ENSURE THAT THERE IS NO PRESSURE ON THE FOOT; EXTRA DEPTH DESIGN, CAN ACCOMMODATE THICK ORTHOTIC INSERTS; A DEEP TOE BOX THAT PROVIDES EXTRA ROOM FOR TOE MOVEMENT, LIGHTWEIGHT, CUSHIONING SOLES THAT FACILITATE MOBILITY AND STABILITY; STRETCHABLE SHOES CONFORM TO THE CONTOURS OF THE FOOT, BLACK, SIZE 41 PROSTHETICS & ORTHOSIS SUPPLIES",,,file2
6225,,4224151007300,THERMOFORMING SHEETS STREIFLEX COLOR ELASTIC THICKNESS 4 MM SILVER SIZE 1.115 X 900 MM APPROXIMATELY PROSTHETICS & ORTHOSIS SUPPLIES,,,file2
6226,,4224151007400,THERMOFORMING SHEETS STREIFLEX COLOR ELASTIC THICKNESS 4 MM NEON GREEN SIZE 1.115 X 900 MM APPROXIMATELY PROSTHETICS & ORTHOSIS SUPPLIES,,,file2
6227,,4224170626800,"DIABETIC SHOES, WIDE/EXTRA-WIDE TOE BOX, SOFT COW/CALF LEATHER, NEOPRENE VAMP PADDED COLLARS THROUGH WEDGE SOLE, LACE CLOSING, PROTECTIVE INTERIOR THAT IS MADE FROM SOFT MATERIAL, AND STITCHING THAT DOESN'T PROTRUDE SO AS NOT TO CAUSE IRRITATION; NON-BINDING UPPERS THAT ENSURE THAT THERE IS NO PRESSURE ON THE FOOT; EXTRA DEPTH DESIGN, CAN ACCOMMODATE THICK ORTHOTIC INSERTS; A DEEP TOE BOX THAT PROVIDES EXTRA ROOM FOR TOE MOVEMENT, LIGHTWEIGHT, CUSHIONING SOLES THAT FACILITATE MOBILITY AND STABILITY; STRETCHABLE SHOES CONFORM TO THE CONTOURS OF THE FOOT, BLACK, SIZE 45 PROSTHETICS & ORTHOSIS SUPPLIES",,,file2
6228,,4224151007500,THERMOFORMING SHEETS STREIFLEX COLOR ELASTIC THICKNESS 4 MM LIGHT BLUE SIZE 1.115 X 900 MM APPROXIMATELY PROSTHETICS & ORTHOSIS SUPPLIES,,,file2
